OrderID,Date,CustomerID,Product,Quantity,UnitPrice,GrossAmount,CouponCode,DiscountPercent,DiscountAmount,NetAmount,TotalPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,ReferralSource,OrderYear,OrderMonth,OrderMonthName,OrderDay,DayOfWeek,IsWeekend
ORD200586,2024-11-10,C17389,Monitor,1,522.08,522.08,FREESHIP,0.0,0.0,522.08,522.08,905 Main St,Gift Card,Returned,TRK98857880,5,Referral,2024,11,November,10,Sunday,1
ORD200587,2023-06-12,C18820,Monitor,5,514.6,2573.0,FREESHIP,0.0,0.0,2573.0,2573.0,347 Main St,Gift Card,Delivered,TRK91547425,10,Instagram,2023,6,June,12,Monday,0
ORD200588,2024-12-10,C61849,Monitor,4,577.82,2311.28,NO_COUPON,0.0,0.0,2311.28,2311.28,811 Main St,Credit Card,Delivered,TRK47613918,9,Google,2024,12,December,10,Tuesday,0
ORD200589,2025-02-10,C84041,Laptop,2,500.8,1001.6,FREESHIP,0.0,0.0,1001.6,1001.6,900 Main St,Cash,Delivered,TRK84920444,3,Referral,2025,2,February,10,Monday,0
ORD200590,2023-09-10,C55757,Printer,2,461.13,922.26,NO_COUPON,0.0,0.0,922.26,922.26,175 Main St,Gift Card,Returned,TRK27356242,4,Email,2023,9,September,10,Sunday,1
ORD200591,2024-11-18,C18187,Laptop,1,605.28,605.28,FREESHIP,0.0,0.0,605.28,605.28,470 Main St,Gift Card,Shipped,TRK50528185,3,Referral,2024,11,November,18,Monday,0
ORD200592,2024-04-23,C42306,Phone,3,204.27,612.81,NO_COUPON,0.0,0.0,612.81,612.81,938 Main St,Online,Returned,TRK15499648,4,Google,2024,4,April,23,Tuesday,0
ORD200593,2023-08-02,C51024,Monitor,1,489.8,489.8,FREESHIP,0.0,0.0,489.8,489.8,636 Main St,Gift Card,Shipped,TRK31375086,4,Facebook,2023,8,August,2,Wednesday,0
ORD200594,2024-02-21,C40140,Phone,5,72.64,363.2,NO_COUPON,0.0,0.0,363.2,363.2,598 Main St,Credit Card,Cancelled,TRK12671989,7,Email,2024,2,February,21,Wednesday,0
ORD200595,2025-01-10,C72596,Printer,2,385.16,770.32,SAVE10,0.1,77.03,693.29,770.32,491 Main St,Online,Pending,TRK83870446,7,Email,2025,1,January,10,Friday,0
ORD200596,2023-06-12,C91805,Desk,3,606.41,1819.23,FREESHIP,0.0,0.0,1819.23,1819.23,653 Main St,Debit Card,Returned,TRK34504030,7,Facebook,2023,6,June,12,Monday,0
ORD200597,2024-11-25,C40538,Desk,2,211.82,423.64,WINTER15,0.15,63.55,360.09,423.64,700 Main St,Gift Card,Cancelled,TRK29821356,4,Email,2024,11,November,25,Monday,0
ORD200598,2024-04-26,C60329,Desk,5,495.35,2476.75,NO_COUPON,0.0,0.0,2476.75,2476.75,826 Main St,Credit Card,Pending,TRK59069987,5,Facebook,2024,4,April,26,Friday,0
ORD200599,2023-06-30,C28740,Chair,3,556.99,1670.97,FREESHIP,0.0,0.0,1670.97,1670.97,123 Main St,Online,Cancelled,TRK33642221,4,Facebook,2023,6,June,30,Friday,0
ORD200600,2023-05-26,C87051,Printer,1,72.31,72.31,FREESHIP,0.0,0.0,72.31,72.31,460 Main St,Gift Card,Cancelled,TRK82056333,1,Facebook,2023,5,May,26,Friday,0
ORD200601,2023-10-02,C12479,Monitor,5,24.82,124.1,NO_COUPON,0.0,0.0,124.1,124.1,529 Main St,Credit Card,Shipped,TRK73935314,10,Referral,2023,10,October,2,Monday,0
ORD200602,2024-03-05,C35852,Tablet,4,26.04,104.16,SAVE10,0.1,10.42,93.74,104.16,982 Main St,Online,Pending,TRK64660134,5,Instagram,2024,3,March,5,Tuesday,0
ORD200603,2024-10-04,C26223,Tablet,1,657.07,657.07,SAVE10,0.1,65.71,591.36,657.07,800 Main St,Cash,Pending,TRK50900547,4,Google,2024,10,October,4,Friday,0
ORD200604,2025-06-22,C99214,Chair,3,32.62,97.86,NO_COUPON,0.0,0.0,97.86,97.86,252 Main St,Debit Card,Delivered,TRK81368481,6,Facebook,2025,6,June,22,Sunday,1
ORD200605,2024-05-10,C49605,Monitor,2,228.91,457.82,SAVE10,0.1,45.78,412.04,457.82,892 Main St,Debit Card,Shipped,TRK95620066,4,Referral,2024,5,May,10,Friday,0
ORD200606,2024-11-06,C85018,Laptop,3,274.75,824.25,SAVE10,0.1,82.43,741.82,824.25,783 Main St,Cash,Cancelled,TRK54128886,3,Google,2024,11,November,6,Wednesday,0
ORD200607,2025-05-31,C96434,Printer,4,634.05,2536.2,SAVE10,0.1,253.62,2282.58,2536.2,282 Main St,Cash,Shipped,TRK56730647,6,Google,2025,5,May,31,Saturday,1
ORD200608,2024-07-24,C32956,Laptop,5,543.16,2715.8,SAVE10,0.1,271.58,2444.22,2715.8,788 Main St,Online,Cancelled,TRK73140103,6,Instagram,2024,7,July,24,Wednesday,0
ORD200609,2025-01-27,C41137,Chair,3,449.13,1347.39,WINTER15,0.15,202.11,1145.28,1347.39,809 Main St,Cash,Returned,TRK52732162,5,Referral,2025,1,January,27,Monday,0
ORD200610,2024-06-16,C60361,Desk,5,389.62,1948.1,FREESHIP,0.0,0.0,1948.1,1948.1,623 Main St,Cash,Returned,TRK83566924,7,Facebook,2024,6,June,16,Sunday,1
ORD200611,2023-04-21,C36688,Desk,1,305.17,305.17,WINTER15,0.15,45.78,259.39,305.17,700 Main St,Gift Card,Returned,TRK35720426,3,Referral,2023,4,April,21,Friday,0
ORD200612,2023-06-02,C51811,Chair,3,445.12,1335.36,NO_COUPON,0.0,0.0,1335.36,1335.36,339 Main St,Gift Card,Cancelled,TRK82377939,8,Google,2023,6,June,2,Friday,0
ORD200613,2024-12-19,C62405,Laptop,2,230.36,460.72,WINTER15,0.15,69.11,391.61,460.72,154 Main St,Online,Returned,TRK14721763,4,Email,2024,12,December,19,Thursday,0
ORD200614,2024-03-08,C77363,Phone,1,96.81,96.81,NO_COUPON,0.0,0.0,96.81,96.81,807 Main St,Gift Card,Cancelled,TRK12439827,3,Referral,2024,3,March,8,Friday,0
ORD200615,2025-03-07,C97218,Monitor,5,460.14,2300.7,WINTER15,0.15,345.1,1955.6,2300.7,252 Main St,Credit Card,Returned,TRK52632065,10,Facebook,2025,3,March,7,Friday,0
ORD200616,2024-10-17,C43919,Tablet,3,601.6,1804.8,SAVE10,0.1,180.48,1624.32,1804.8,984 Main St,Credit Card,Cancelled,TRK73113192,7,Facebook,2024,10,October,17,Thursday,0
ORD200617,2024-02-08,C57093,Tablet,3,184.47,553.41,NO_COUPON,0.0,0.0,553.41,553.41,834 Main St,Online,Cancelled,TRK75469057,4,Referral,2024,2,February,8,Thursday,0
ORD200618,2024-09-03,C50565,Tablet,1,411.34,411.34,NO_COUPON,0.0,0.0,411.34,411.34,399 Main St,Debit Card,Returned,TRK97981418,5,Instagram,2024,9,September,3,Tuesday,0
ORD200619,2024-07-16,C38845,Laptop,1,532.89,532.89,NO_COUPON,0.0,0.0,532.89,532.89,764 Main St,Gift Card,Pending,TRK47637374,2,Referral,2024,7,July,16,Tuesday,0
ORD200620,2024-03-27,C84834,Tablet,3,136.34,409.02,SAVE10,0.1,40.9,368.12,409.02,866 Main St,Debit Card,Returned,TRK90136001,8,Referral,2024,3,March,27,Wednesday,0
ORD200621,2023-10-22,C37455,Phone,5,476.01,2380.05,WINTER15,0.15,357.01,2023.04,2380.05,146 Main St,Credit Card,Delivered,TRK82685594,7,Google,2023,10,October,22,Sunday,1
ORD200622,2024-11-02,C27078,Desk,5,236.38,1181.9,NO_COUPON,0.0,0.0,1181.9,1181.9,128 Main St,Credit Card,Returned,TRK89314307,7,Facebook,2024,11,November,2,Saturday,1
ORD200623,2023-06-16,C91941,Printer,3,396.0,1188.0,FREESHIP,0.0,0.0,1188.0,1188.0,269 Main St,Gift Card,Cancelled,TRK21330732,4,Instagram,2023,6,June,16,Friday,0
ORD200624,2024-01-16,C25967,Tablet,5,341.96,1709.8,NO_COUPON,0.0,0.0,1709.8,1709.8,747 Main St,Debit Card,Delivered,TRK88559278,6,Email,2024,1,January,16,Tuesday,0
ORD200625,2023-09-24,C22123,Tablet,1,672.89,672.89,WINTER15,0.15,100.93,571.96,672.89,519 Main St,Credit Card,Pending,TRK43250279,1,Email,2023,9,September,24,Sunday,1
ORD200626,2024-03-01,C45671,Tablet,2,657.48,1314.96,SAVE10,0.1,131.5,1183.46,1314.96,769 Main St,Online,Shipped,TRK18179773,5,Referral,2024,3,March,1,Friday,0
ORD200627,2023-08-06,C53334,Chair,3,498.68,1496.04,FREESHIP,0.0,0.0,1496.04,1496.04,879 Main St,Online,Returned,TRK31724421,4,Email,2023,8,August,6,Sunday,1
ORD200628,2023-03-26,C18717,Printer,5,558.63,2793.15,FREESHIP,0.0,0.0,2793.15,2793.15,861 Main St,Cash,Pending,TRK58568806,8,Referral,2023,3,March,26,Sunday,1
ORD200629,2023-07-07,C50137,Phone,3,19.73,59.19,NO_COUPON,0.0,0.0,59.19,59.19,840 Main St,Online,Pending,TRK91836131,3,Referral,2023,7,July,7,Friday,0
ORD200630,2023-06-23,C51481,Monitor,5,248.84,1244.2,NO_COUPON,0.0,0.0,1244.2,1244.2,140 Main St,Debit Card,Cancelled,TRK33437701,10,Instagram,2023,6,June,23,Friday,0
ORD200631,2024-08-31,C99128,Chair,3,46.11,138.33,WINTER15,0.15,20.75,117.58,138.33,360 Main St,Gift Card,Returned,TRK32426808,5,Referral,2024,8,August,31,Saturday,1
ORD200632,2023-05-02,C67260,Laptop,5,678.16,3390.8,WINTER15,0.15,508.62,2882.18,3390.8,463 Main St,Gift Card,Delivered,TRK38229104,7,Facebook,2023,5,May,2,Tuesday,0
ORD200633,2024-04-10,C79533,Laptop,5,601.72,3008.6,WINTER15,0.15,451.29,2557.31,3008.6,921 Main St,Gift Card,Cancelled,TRK54711422,5,Instagram,2024,4,April,10,Wednesday,0
ORD200634,2024-04-25,C66906,Printer,2,259.32,518.64,WINTER15,0.15,77.8,440.84,518.64,117 Main St,Gift Card,Delivered,TRK31633755,2,Referral,2024,4,April,25,Thursday,0
ORD200635,2023-12-13,C12818,Chair,3,63.68,191.04,NO_COUPON,0.0,0.0,191.04,191.04,434 Main St,Cash,Returned,TRK40879983,6,Facebook,2023,12,December,13,Wednesday,0
ORD200636,2023-10-05,C60384,Laptop,4,371.07,1484.28,WINTER15,0.15,222.64,1261.64,1484.28,336 Main St,Cash,Cancelled,TRK92080037,7,Facebook,2023,10,October,5,Thursday,0
ORD200637,2024-09-29,C92294,Chair,4,306.35,1225.4,WINTER15,0.15,183.81,1041.59,1225.4,784 Main St,Gift Card,Shipped,TRK23585765,7,Referral,2024,9,September,29,Sunday,1
ORD200638,2023-10-15,C66840,Tablet,4,578.27,2313.08,WINTER15,0.15,346.96,1966.12,2313.08,547 Main St,Online,Delivered,TRK76929637,9,Email,2023,10,October,15,Sunday,1
ORD200639,2023-01-20,C22534,Chair,1,529.19,529.19,NO_COUPON,0.0,0.0,529.19,529.19,391 Main St,Cash,Cancelled,TRK17415798,5,Referral,2023,1,January,20,Friday,0
ORD200640,2024-02-27,C46509,Chair,2,587.49,1174.98,SAVE10,0.1,117.5,1057.48,1174.98,647 Main St,Gift Card,Returned,TRK24241664,6,Referral,2024,2,February,27,Tuesday,0
ORD200641,2024-06-30,C71680,Printer,4,567.57,2270.28,WINTER15,0.15,340.54,1929.74,2270.28,814 Main St,Debit Card,Pending,TRK47386650,9,Google,2024,6,June,30,Sunday,1
ORD200642,2024-04-29,C15063,Chair,5,85.22,426.1,FREESHIP,0.0,0.0,426.1,426.1,527 Main St,Credit Card,Cancelled,TRK10329390,7,Email,2024,4,April,29,Monday,0
ORD200643,2024-08-26,C77122,Laptop,1,438.37,438.37,SAVE10,0.1,43.84,394.53,438.37,647 Main St,Cash,Cancelled,TRK75814880,4,Referral,2024,8,August,26,Monday,0
ORD200644,2023-11-15,C86524,Chair,2,366.23,732.46,WINTER15,0.15,109.87,622.59,732.46,961 Main St,Cash,Shipped,TRK62490506,2,Email,2023,11,November,15,Wednesday,0
ORD200645,2023-01-02,C82990,Laptop,2,150.05,300.1,SAVE10,0.1,30.01,270.09,300.1,727 Main St,Credit Card,Cancelled,TRK68574801,4,Facebook,2023,1,January,2,Monday,0
ORD200646,2023-10-27,C98761,Chair,4,498.51,1994.04,SAVE10,0.1,199.4,1794.64,1994.04,804 Main St,Debit Card,Shipped,TRK43262630,4,Google,2023,10,October,27,Friday,0
ORD200647,2025-04-24,C54409,Desk,3,339.39,1018.17,FREESHIP,0.0,0.0,1018.17,1018.17,667 Main St,Cash,Returned,TRK67671316,7,Google,2025,4,April,24,Thursday,0
ORD200648,2025-01-18,C89674,Monitor,2,575.83,1151.66,WINTER15,0.15,172.75,978.91,1151.66,182 Main St,Online,Delivered,TRK45902512,3,Referral,2025,1,January,18,Saturday,1
ORD200649,2023-12-23,C45899,Monitor,2,642.98,1285.96,FREESHIP,0.0,0.0,1285.96,1285.96,153 Main St,Debit Card,Returned,TRK32932093,7,Email,2023,12,December,23,Saturday,1
ORD200650,2023-05-18,C74499,Desk,2,372.23,744.46,SAVE10,0.1,74.45,670.01,744.46,518 Main St,Gift Card,Delivered,TRK93767278,7,Email,2023,5,May,18,Thursday,0
ORD200651,2024-11-12,C81192,Chair,3,646.34,1939.02,NO_COUPON,0.0,0.0,1939.02,1939.02,429 Main St,Debit Card,Pending,TRK76931118,5,Google,2024,11,November,12,Tuesday,0
ORD200652,2024-06-05,C71473,Chair,5,341.84,1709.2,FREESHIP,0.0,0.0,1709.2,1709.2,328 Main St,Online,Shipped,TRK94857335,8,Instagram,2024,6,June,5,Wednesday,0
ORD200653,2024-02-25,C59338,Printer,3,690.3,2070.9,WINTER15,0.15,310.64,1760.26,2070.9,747 Main St,Credit Card,Shipped,TRK12902764,6,Google,2024,2,February,25,Sunday,1
ORD200654,2023-06-12,C62661,Tablet,3,382.37,1147.11,NO_COUPON,0.0,0.0,1147.11,1147.11,863 Main St,Debit Card,Returned,TRK25748100,8,Instagram,2023,6,June,12,Monday,0
ORD200655,2023-03-14,C22101,Chair,2,132.6,265.2,WINTER15,0.15,39.78,225.42,265.2,262 Main St,Debit Card,Cancelled,TRK70711522,4,Email,2023,3,March,14,Tuesday,0
ORD200656,2024-01-18,C51404,Monitor,2,189.06,378.12,SAVE10,0.1,37.81,340.31,378.12,835 Main St,Gift Card,Shipped,TRK85682500,7,Facebook,2024,1,January,18,Thursday,0
ORD200657,2023-12-24,C19384,Tablet,4,87.79,351.16,FREESHIP,0.0,0.0,351.16,351.16,532 Main St,Cash,Cancelled,TRK33207064,6,Instagram,2023,12,December,24,Sunday,1
ORD200658,2025-04-18,C86864,Printer,2,46.36,92.72,SAVE10,0.1,9.27,83.45,92.72,670 Main St,Gift Card,Returned,TRK15323191,4,Google,2025,4,April,18,Friday,0
ORD200659,2024-10-26,C24301,Phone,2,642.04,1284.08,WINTER15,0.15,192.61,1091.47,1284.08,964 Main St,Gift Card,Delivered,TRK55000075,4,Email,2024,10,October,26,Saturday,1
ORD200660,2024-10-19,C43842,Chair,2,651.57,1303.14,WINTER15,0.15,195.47,1107.67,1303.14,933 Main St,Debit Card,Shipped,TRK54084424,7,Facebook,2024,10,October,19,Saturday,1
ORD200661,2025-02-28,C63657,Tablet,3,424.89,1274.67,FREESHIP,0.0,0.0,1274.67,1274.67,116 Main St,Debit Card,Cancelled,TRK86378984,6,Google,2025,2,February,28,Friday,0
ORD200662,2023-01-28,C98332,Laptop,3,438.89,1316.67,NO_COUPON,0.0,0.0,1316.67,1316.67,985 Main St,Cash,Returned,TRK85744797,3,Facebook,2023,1,January,28,Saturday,1
ORD200663,2024-04-15,C59774,Monitor,1,72.6,72.6,FREESHIP,0.0,0.0,72.6,72.6,941 Main St,Debit Card,Cancelled,TRK87635135,6,Instagram,2024,4,April,15,Monday,0
ORD200664,2024-12-19,C14847,Laptop,4,194.75,779.0,NO_COUPON,0.0,0.0,779.0,779.0,188 Main St,Cash,Shipped,TRK46492755,5,Facebook,2024,12,December,19,Thursday,0
ORD200665,2023-05-02,C83653,Tablet,4,231.26,925.04,WINTER15,0.15,138.76,786.28,925.04,253 Main St,Online,Shipped,TRK32619935,6,Google,2023,5,May,2,Tuesday,0
ORD200666,2024-08-31,C35711,Monitor,4,327.12,1308.48,NO_COUPON,0.0,0.0,1308.48,1308.48,788 Main St,Credit Card,Cancelled,TRK45281495,4,Email,2024,8,August,31,Saturday,1
ORD200667,2023-05-03,C10477,Laptop,1,466.42,466.42,SAVE10,0.1,46.64,419.78,466.42,172 Main St,Gift Card,Pending,TRK41505339,5,Email,2023,5,May,3,Wednesday,0
ORD200668,2024-07-05,C61257,Monitor,2,253.67,507.34,WINTER15,0.15,76.1,431.24,507.34,981 Main St,Cash,Returned,TRK25226070,3,Facebook,2024,7,July,5,Friday,0
ORD200669,2023-02-05,C60547,Desk,1,257.0,257.0,NO_COUPON,0.0,0.0,257.0,257.0,812 Main St,Debit Card,Cancelled,TRK65694249,5,Referral,2023,2,February,5,Sunday,1
ORD200670,2024-04-18,C14576,Desk,4,539.2,2156.8,FREESHIP,0.0,0.0,2156.8,2156.8,747 Main St,Credit Card,Pending,TRK21637540,8,Google,2024,4,April,18,Thursday,0
ORD200671,2023-06-15,C49282,Chair,5,50.74,253.7,WINTER15,0.15,38.06,215.64,253.7,737 Main St,Gift Card,Cancelled,TRK88653901,7,Google,2023,6,June,15,Thursday,0
ORD200672,2023-05-09,C14017,Phone,2,624.16,1248.32,SAVE10,0.1,124.83,1123.49,1248.32,984 Main St,Debit Card,Shipped,TRK71009446,2,Instagram,2023,5,May,9,Tuesday,0
ORD200673,2023-02-21,C46504,Tablet,2,372.92,745.84,SAVE10,0.1,74.58,671.26,745.84,131 Main St,Credit Card,Delivered,TRK95024356,7,Email,2023,2,February,21,Tuesday,0
ORD200674,2024-01-09,C56928,Laptop,4,358.75,1435.0,SAVE10,0.1,143.5,1291.5,1435.0,860 Main St,Gift Card,Delivered,TRK57792939,9,Facebook,2024,1,January,9,Tuesday,0
ORD200675,2024-08-06,C97749,Desk,3,342.02,1026.06,NO_COUPON,0.0,0.0,1026.06,1026.06,906 Main St,Debit Card,Pending,TRK90233116,5,Email,2024,8,August,6,Tuesday,0
ORD200676,2025-06-23,C90431,Laptop,2,422.34,844.68,FREESHIP,0.0,0.0,844.68,844.68,985 Main St,Credit Card,Cancelled,TRK44151723,4,Instagram,2025,6,June,23,Monday,0
ORD200677,2025-04-03,C56722,Tablet,5,22.07,110.35,FREESHIP,0.0,0.0,110.35,110.35,179 Main St,Online,Cancelled,TRK78778569,7,Instagram,2025,4,April,3,Thursday,0
ORD200678,2024-11-24,C40863,Chair,3,163.13,489.39,WINTER15,0.15,73.41,415.98,489.39,457 Main St,Gift Card,Shipped,TRK20553345,5,Facebook,2024,11,November,24,Sunday,1
ORD200679,2023-02-02,C40798,Tablet,3,360.66,1081.98,FREESHIP,0.0,0.0,1081.98,1081.98,304 Main St,Online,Returned,TRK66106697,5,Instagram,2023,2,February,2,Thursday,0
ORD200680,2023-08-27,C16702,Monitor,3,463.39,1390.17,NO_COUPON,0.0,0.0,1390.17,1390.17,694 Main St,Credit Card,Returned,TRK16953491,3,Facebook,2023,8,August,27,Sunday,1
ORD200681,2024-01-30,C38262,Tablet,1,155.27,155.27,NO_COUPON,0.0,0.0,155.27,155.27,548 Main St,Debit Card,Shipped,TRK47300502,6,Email,2024,1,January,30,Tuesday,0
ORD200682,2023-07-23,C50274,Monitor,3,509.42,1528.26,FREESHIP,0.0,0.0,1528.26,1528.26,449 Main St,Credit Card,Cancelled,TRK91729086,5,Google,2023,7,July,23,Sunday,1
ORD200683,2025-05-18,C91591,Desk,4,652.48,2609.92,FREESHIP,0.0,0.0,2609.92,2609.92,887 Main St,Cash,Pending,TRK23554043,5,Instagram,2025,5,May,18,Sunday,1
ORD200684,2024-09-22,C96583,Printer,4,34.84,139.36,NO_COUPON,0.0,0.0,139.36,139.36,288 Main St,Credit Card,Shipped,TRK64353241,8,Email,2024,9,September,22,Sunday,1
ORD200685,2025-02-07,C64579,Desk,1,234.37,234.37,FREESHIP,0.0,0.0,234.37,234.37,638 Main St,Debit Card,Shipped,TRK10276565,5,Email,2025,2,February,7,Friday,0
ORD200686,2023-10-09,C41903,Desk,3,53.6,160.8,WINTER15,0.15,24.12,136.68,160.8,525 Main St,Cash,Pending,TRK59112382,4,Facebook,2023,10,October,9,Monday,0
ORD200687,2023-09-13,C19742,Tablet,1,332.09,332.09,FREESHIP,0.0,0.0,332.09,332.09,408 Main St,Gift Card,Returned,TRK68845230,5,Instagram,2023,9,September,13,Wednesday,0
ORD200688,2024-03-06,C20077,Monitor,4,593.22,2372.88,WINTER15,0.15,355.93,2016.95,2372.88,154 Main St,Credit Card,Cancelled,TRK36415742,8,Facebook,2024,3,March,6,Wednesday,0
ORD200689,2023-08-29,C13186,Tablet,2,444.84,889.68,NO_COUPON,0.0,0.0,889.68,889.68,787 Main St,Online,Shipped,TRK56967415,7,Facebook,2023,8,August,29,Tuesday,0
ORD200690,2024-07-12,C29318,Monitor,1,24.48,24.48,NO_COUPON,0.0,0.0,24.48,24.48,128 Main St,Gift Card,Returned,TRK88666721,1,Instagram,2024,7,July,12,Friday,0
ORD200691,2024-11-24,C36137,Laptop,3,239.08,717.24,NO_COUPON,0.0,0.0,717.24,717.24,396 Main St,Cash,Shipped,TRK57376416,8,Google,2024,11,November,24,Sunday,1
ORD200692,2023-01-23,C25534,Desk,5,196.84,984.2,WINTER15,0.15,147.63,836.57,984.2,319 Main St,Credit Card,Delivered,TRK68347402,5,Instagram,2023,1,January,23,Monday,0
ORD200693,2025-03-12,C62070,Monitor,1,176.58,176.58,NO_COUPON,0.0,0.0,176.58,176.58,674 Main St,Debit Card,Returned,TRK10267127,4,Referral,2025,3,March,12,Wednesday,0
ORD200694,2023-10-02,C92049,Printer,4,666.52,2666.08,FREESHIP,0.0,0.0,2666.08,2666.08,619 Main St,Cash,Shipped,TRK32287092,8,Email,2023,10,October,2,Monday,0
ORD200695,2024-11-23,C52604,Printer,5,101.3,506.5,FREESHIP,0.0,0.0,506.5,506.5,553 Main St,Online,Shipped,TRK48839788,7,Email,2024,11,November,23,Saturday,1
ORD200696,2023-07-02,C22429,Chair,4,151.2,604.8,WINTER15,0.15,90.72,514.08,604.8,965 Main St,Gift Card,Pending,TRK38572927,9,Facebook,2023,7,July,2,Sunday,1
ORD200697,2025-02-04,C27430,Printer,5,94.85,474.25,WINTER15,0.15,71.14,403.11,474.25,788 Main St,Cash,Shipped,TRK45025840,6,Email,2025,2,February,4,Tuesday,0
ORD200698,2023-01-04,C44366,Laptop,2,388.22,776.44,WINTER15,0.15,116.47,659.97,776.44,169 Main St,Cash,Delivered,TRK48658394,2,Instagram,2023,1,January,4,Wednesday,0
ORD200699,2023-11-13,C36813,Laptop,3,614.15,1842.45,NO_COUPON,0.0,0.0,1842.45,1842.45,897 Main St,Gift Card,Cancelled,TRK84088900,3,Facebook,2023,11,November,13,Monday,0
ORD200700,2024-09-25,C40201,Laptop,2,92.91,185.82,WINTER15,0.15,27.87,157.95,185.82,555 Main St,Cash,Returned,TRK30198779,3,Instagram,2024,9,September,25,Wednesday,0
ORD200701,2024-06-23,C75456,Monitor,3,92.22,276.66,FREESHIP,0.0,0.0,276.66,276.66,115 Main St,Credit Card,Delivered,TRK90519490,5,Email,2024,6,June,23,Sunday,1
ORD200702,2024-06-09,C33315,Printer,3,562.55,1687.65,NO_COUPON,0.0,0.0,1687.65,1687.65,154 Main St,Debit Card,Returned,TRK43589369,6,Email,2024,6,June,9,Sunday,1
ORD200703,2023-03-22,C89336,Desk,1,92.79,92.79,WINTER15,0.15,13.92,78.87,92.79,799 Main St,Cash,Pending,TRK47665103,3,Email,2023,3,March,22,Wednesday,0
ORD200704,2023-06-03,C96034,Desk,4,30.27,121.08,FREESHIP,0.0,0.0,121.08,121.08,819 Main St,Online,Delivered,TRK87261034,9,Google,2023,6,June,3,Saturday,1
ORD200705,2025-03-30,C50114,Monitor,2,49.08,98.16,FREESHIP,0.0,0.0,98.16,98.16,420 Main St,Debit Card,Returned,TRK20214786,7,Instagram,2025,3,March,30,Sunday,1
ORD200706,2025-03-02,C85330,Desk,5,228.09,1140.45,FREESHIP,0.0,0.0,1140.45,1140.45,969 Main St,Gift Card,Returned,TRK97693301,9,Facebook,2025,3,March,2,Sunday,1
ORD200707,2024-11-01,C31761,Chair,4,650.04,2600.16,SAVE10,0.1,260.02,2340.14,2600.16,989 Main St,Gift Card,Cancelled,TRK17628852,6,Facebook,2024,11,November,1,Friday,0
ORD200708,2025-03-04,C25268,Printer,1,665.11,665.11,FREESHIP,0.0,0.0,665.11,665.11,788 Main St,Cash,Pending,TRK20481215,3,Instagram,2025,3,March,4,Tuesday,0
ORD200709,2024-12-07,C17132,Desk,1,386.03,386.03,FREESHIP,0.0,0.0,386.03,386.03,855 Main St,Online,Pending,TRK37504692,4,Google,2024,12,December,7,Saturday,1
ORD200710,2024-07-22,C48790,Laptop,5,21.54,107.7,NO_COUPON,0.0,0.0,107.7,107.7,113 Main St,Gift Card,Returned,TRK19086608,10,Google,2024,7,July,22,Monday,0
ORD200711,2024-07-04,C61070,Tablet,2,475.78,951.56,WINTER15,0.15,142.73,808.83,951.56,632 Main St,Online,Shipped,TRK90764894,2,Google,2024,7,July,4,Thursday,0
ORD200712,2024-01-09,C56969,Tablet,2,68.4,136.8,FREESHIP,0.0,0.0,136.8,136.8,993 Main St,Gift Card,Pending,TRK10513339,7,Email,2024,1,January,9,Tuesday,0
ORD200713,2025-06-21,C65056,Tablet,4,532.49,2129.96,SAVE10,0.1,213.0,1916.96,2129.96,638 Main St,Online,Cancelled,TRK31705278,6,Facebook,2025,6,June,21,Saturday,1
ORD200714,2023-04-21,C84888,Laptop,1,51.73,51.73,FREESHIP,0.0,0.0,51.73,51.73,278 Main St,Debit Card,Pending,TRK23612847,1,Facebook,2023,4,April,21,Friday,0
ORD200715,2024-07-26,C68266,Printer,3,653.63,1960.89,FREESHIP,0.0,0.0,1960.89,1960.89,281 Main St,Online,Delivered,TRK96161062,7,Email,2024,7,July,26,Friday,0
ORD200716,2024-06-13,C84115,Chair,3,454.29,1362.87,WINTER15,0.15,204.43,1158.44,1362.87,891 Main St,Credit Card,Pending,TRK25466842,4,Google,2024,6,June,13,Thursday,0
ORD200717,2023-10-16,C50087,Chair,3,122.11,366.33,WINTER15,0.15,54.95,311.38,366.33,707 Main St,Online,Delivered,TRK31143760,4,Email,2023,10,October,16,Monday,0
ORD200718,2023-04-08,C16790,Laptop,4,64.74,258.96,SAVE10,0.1,25.9,233.06,258.96,718 Main St,Gift Card,Cancelled,TRK91791367,8,Google,2023,4,April,8,Saturday,1
ORD200719,2024-01-21,C46920,Laptop,2,681.06,1362.12,FREESHIP,0.0,0.0,1362.12,1362.12,703 Main St,Debit Card,Shipped,TRK86403837,3,Facebook,2024,1,January,21,Sunday,1
ORD200720,2023-09-21,C12740,Desk,5,128.95,644.75,FREESHIP,0.0,0.0,644.75,644.75,305 Main St,Cash,Pending,TRK98506513,10,Instagram,2023,9,September,21,Thursday,0
ORD200721,2024-03-18,C46557,Desk,2,118.59,237.18,NO_COUPON,0.0,0.0,237.18,237.18,890 Main St,Credit Card,Delivered,TRK56110689,2,Email,2024,3,March,18,Monday,0
ORD200722,2024-11-15,C58156,Printer,1,95.1,95.1,WINTER15,0.15,14.26,80.84,95.1,516 Main St,Gift Card,Pending,TRK49719458,1,Instagram,2024,11,November,15,Friday,0
